"species","sample_id","block","co2","water","total_biomass","soil_nitrate","soil_ammonium","soil_phosphate","RSR","ClRootNo_root","OAexuded_plant","OArhizo_plant","OAexuded_root","OArhizo_root","OAexudedC_plant","OArhizoC_plant","OAexudedC_root","OArhizoC_root"
"H.sericea","19","K","eCO2","High_watered",0.9207,96.432,0.370666666666667,0.76,0.0894568690095847,119.047619047619,5.92251704646623,16.1611939222887,78.3401725723046,213.772406379481,2.45118935367501,6.68873490345257,32.4231395988758,88.4753294107483
"H.sericea","20","L","eCO2","High_watered",0.5835,71.844,0.876666666666667,0.58,0.125144620131122,154.083204930663,6.37573504118965,15.3365170760171,98.2393688935231,236.309970354654,2.63876553367484,6.3474207139038,40.6589450489189,97.8030926641571
"H.sericea","21","M","eCO2","High_watered",0.7623,136.879333333333,0.551333333333333,0.753333333333333,0.0800510059506943,141.592920353982,7.48983689976372,282.85493120273,132.56348495157,5006.28196818992,3.09986587213241,77.2728633430689,54.864882692609,1367.66129810741
"H.sericea","22","N","eCO2","High_watered",1.3011,231.606,0.462,0.793333333333333,0.0873307705164633,66.9856459330144,18.4281821084542,26.2149000567226,176.346240272289,250.86028762414,7.62698755232446,10.8497254499307,72.985526816502,103.825123922782
"H.sericea","23","O","eCO2","High_watered",0.7526,124.186666666667,0.543333333333333,0.553333333333333,0.113313609467456,156.657963446475,7.48586034712248,16.0239156510644,97.726636385411,209.189499361154,3.09822007129772,6.63191868253231,40.4467372232079,86.5785728790119
"H.sericea","24","P","eCO2","High_watered",0.7459,37.2013333333333,0.742666666666667,0.593333333333333,0.115781600598355,90.4392764857881,11.5730980637923,11.5308253907038,149.52323079835,148.977072231315,4.78983083382271,4.77233517692329,61.8841193000351,61.6580772212311
"H.sericea","25","I","eCO2","Low_watered",1.2222,221.064,0.440666666666667,0.206666666666667,0.124585940375414,59.0841949778434,12.5924166972401,11.1238827832407,93.0016004227484,82.1557074094583,5.21170264317457,4.60391128229465,38.4911568919835,34.0022989829738
"H.sericea","26","J","eCO2","Low_watered",0.7412,273.394,0.382,0.0333333333333333,0.12014508085235,100.62893081761,3.25447259720795,3.99036374922836,40.9367622290308,50.193254707275,1.34694902851533,1.65151692475674,16.9427550756646,20.7737977956822
"H.sericea","27","K","eCO2","Low_watered",1.6123,178.944,0.518,0.453333333333333,0.108872077028886,37.9027163613392,24.8684314839417,15.5465483835302,157.09685081454,98.2094022964635,10.2924540390146,6.43434769121351,65.0186610171487,40.6465425850506
"H.sericea","28","L","eCO2","Low_watered",1.1753,229.59,3.36666666666667,0.226666666666667,0.126629601226994,15.1400454201363,31.5450938903588,27.3011922083386,238.797077141248,206.670645029058,13.0557662726969,11.2993160101825,98.832447181657,85.536078805318
"H.sericea","29","M","eCO2","Low_watered",0.7338,256.640666666667,0.402666666666667,0.113333333333333,0.106286748077793,156.028368794326,10.9189507940543,10.2802257465663,154.878734667436,145.818804915834,4.51909479191057,4.25474164205138,64.1006353462493,60.3509452773246
"H.sericea","30","N","eCO2","Low_watered",1.1312,217.535333333333,0.435333333333333,0.193333333333333,0.109454688112985,53.763440860215,11.6089611618999,9.0070879438734,104.02294947939,80.7086733321989,4.80467371963993,3.72782009784342,43.0526318964152,33.4034058946543
"H.sericea","31","O","eCO2","Low_watered",1.1744,207.422666666667,0.614666666666667,0.486666666666667,0.140858752671459,82.7586206896552,116.963740692152,223.901716716394,806.646487532085,1544.14977045789,40.2263437286783,67.5465604775716,277.423060197781,465.838348121183
"H.sericea","32","P","eCO2","Low_watered",1.3602,210.97,0.580666666666667,0.153333333333333,0.122555087893043,67.3400673400673,16.0793126919711,13.3444211719422,108.278199945933,89.861422033281,6.65484620402868,5.5229394615482,44.8137791517083,37.1915115255771
"M.stipoides","33","A","aCO2","High_watered",0.374133333333333,22.6986666666667,0.76,0.326666666666667,0.0809977848406048,NA,0,0.771215914022016,0,27.5106746975749,0,0.372300441526448,0,13.2806340615855
"M.stipoides","34","B","aCO2","High_watered",0.2726,50.862,0.792666666666667,0.406666666666667,0.159177888022679,NA,7.48554121216637,0.16191225902366,199.96993443009,4.32534975129992,2.71813965496927,0.0781622946662023,72.6128135788762,2.08803992874984
"M.stipoides","35","C","aCO2","High_watered",0.136,44.3673333333333,2.52266666666667,0.466666666666667,0.383050847457627,NA,0,0.159076964539725,0,4.22328224441748,0,0.0767935711102766,0,2.03876737460911
"M.stipoides","36","D","aCO2","High_watered",0.277433333333333,245.12,0.856,0.0866666666666667,0.0820332813312533,NA,0.1948258164,11.0239937154765,9.26271710301109,524.12014495134,0.0806361008,3.96433478593567,3.83372903961965,188.47867445019
"M.stipoides","37","E","aCO2","High_watered",0.340366666666667,34.0793333333333,2.22666666666667,0.48,0.0967776584317938,NA,8.03636219973333,13.8918517275439,267.581427294118,462.547782271163,2.8893331328,5.00888015127063,96.2042108590455,166.777363527324
"M.stipoides","38","F","aCO2","High_watered",0.288833333333333,59.952,2.37,0.406666666666667,0.115330158321534,NA,6.49478372097529,26.5116503121878,217.45927637194,887.666863131287,2.35054439976612,9.74851185710268,78.7012633850265,326.401066644063
"M.stipoides","39","G","aCO2","High_watered",0.246533333333333,46.6,2.17,0.353333333333333,0.108513189448441,NA,0.1700146932,13.9298498540126,7.04480772928177,577.203723232567,0.0703670704,4.99988336089952,2.91576258563536,207.177487330091
"M.stipoides","40","H","aCO2","High_watered",0.0835333333333333,59.5466666666667,0.752666666666667,0.36,0.124270973530731,NA,0,0,0,0,0,0,0,0
"M.stipoides","41","A","aCO2","Low_watered",0.2962,78.2166666666667,0.822666666666667,0.286666666666667,0.140986132511556,NA,0,0,0,0,0,0,0,0
"M.stipoides","42","B","aCO2","Low_watered",0.4753,149.271333333333,0.690666666666667,0.32,0.0672105381333733,NA,0,20.90072557824,0,698.242502613808,0,7.83940394112,0,261.895454603118
"M.stipoides","43","C","aCO2","Low_watered",0.110066666666667,145.116,2.03133333333333,0.286666666666667,0.581417624521073,NA,0,0.120980095310557,0,2.98962344260026,0,0.0584025071074277,0,1.44322505207812
"M.stipoides","44","D","aCO2","Low_watered",0.248266666666667,120.941333333333,0.94,0.166666666666667,0.196465863453815,NA,0.1373862555,0,3.37006350367948,0,0.056862546,0,1.39482941946034,0
"M.stipoides","45","E","aCO2","Low_watered",0.212133333333333,178.609333333333,1.17933333333333,0.3,0.161949972612744,NA,0,0.194062917032335,0,6.56357103829769,0,0.0936828563589343,0,3.16852952735967
"M.stipoides","46","F","aCO2","Low_watered",0.444733333333333,129.701333333333,1.014,0.273333333333333,0.165952984357249,NA,15.6353733285,58.4522285820023,247.004317985782,923.415933364966,4.195575802,18.7028353826308,66.28081835703,295.463434164783
"M.stipoides","47","G","aCO2","Low_watered",0.580366666666667,42.3733333333333,1.23866666666667,0.24,0.126269487030209,NA,43.1932175478667,52.8583280981894,663.83018772336,812.371845771354,15.8779937642667,19.4482653069721,244.026543508197,298.897520086661
"M.stipoides","48","H","aCO2","Low_watered",0.505866666666667,95.9393333333333,1.14,0.306666666666667,0.13618327468743,NA,36.6203627143467,19.8746122704041,603.964200896317,327.783599841739,13.5580598237067,7.50324316927184,223.60736377746,123.747825771388
"M.stipoides","49","I","eCO2","High_watered",0.211066666666667,25.8746666666667,1.454,0.533333333333333,0.163756662378239,NA,9.86584635879681,43.1938457450818,332.183379084068,1454.33824057515,3.59526314616432,16.3851147537369,121.052631183984,551.687365445685
"M.stipoides","50","J","eCO2","High_watered",0.136733333333333,39.4,2.74066666666667,0.913333333333333,0.196965275751386,NA,12.2122323972719,28.5280120633454,542.765884323194,1267.91164725979,4.40901473714224,10.4208905551544,195.956210539655,463.150691340194
"M.stipoides","51","K","eCO2","High_watered",0.5691,43.9186666666667,0.985333333333333,0.273333333333333,0.0762781315009771,NA,30.0152443142667,0,744.179611097521,0,11.0887622210667,0,274.927988952066,0
"M.stipoides","52","L","eCO2","High_watered",0.237733333333333,85.4093333333333,0.771333333333333,0.886666666666667,0.0873608781826498,NA,0,0,0,0,0,0,0,0
"M.stipoides","53","M","eCO2","High_watered",0.297166666666667,28.22,0.611333333333333,0.94,0.132063492063492,NA,8.11827153343583,44.5610940676074,234.180909618341,1285.41617502714,2.93429385092528,16.6889146813475,84.6430918536139,481.411000423484
"M.stipoides","54","N","eCO2","High_watered",0.403933333333333,22.902,0.59,0.873333333333333,0.0880847625033672,NA,21.5115664723627,42.3641810588,657.846069491213,1295.54070516208,7.74517733070179,15.5784963909333,236.85557586244,476.406617459735
"M.stipoides","55","O","eCO2","High_watered",0.3259,34.974,0.592666666666667,0.82,0.110644098602749,NA,8.90176312148043,37.6746862026683,274.181615651348,1160.41127934297,3.22284985965298,14.2270469169998,99.2664227819192,438.204730503073
"M.stipoides","56","P","eCO2","High_watered",0.602333333333333,30.0753333333333,0.828,0.84,0.091974861010394,NA,34.0113621121652,30.6645166201891,670.394785390904,604.425426153531,12.5555348590848,11.3190966673748,247.480976197466,223.109658358243
"M.stipoides","57","I","eCO2","Low_watered",0.568866666666667,69.1706666666667,0.42,0.74,0.0966456753630639,NA,12.2159416912071,30.5671573423215,243.669049691632,609.717234221838,4.39900726392538,10.5366050010527,87.7461555304264,210.171642308232
"M.stipoides","58","J","eCO2","Low_watered",0.6166,69.456,0.309333333333333,0.4,0.112059636888301,NA,53.6196043585091,50.95148000926,862.976464997465,820.034549505258,19.7398939766894,18.83131102878,317.70215627719,303.079040162768
"M.stipoides","59","K","eCO2","Low_watered",0.2686,229.309333333333,0.254666666666667,0.206666666666667,0.080450522928399,NA,7.0221563102,4.004168278,351.10781551,200.2084139,2.63598954893333,1.06831191866667,131.799477446667,53.4155959333333
"M.stipoides","60","L","eCO2","Low_watered",0.4328,87.8206666666667,0.232,0.246666666666667,0.0803794308537194,NA,0.1235077656,0,3.83564489440994,0,0.0511184032,0,1.58752804968944,0
"M.stipoides","61","M","eCO2","Low_watered",0.649966666666667,85.7186666666667,0.242,0.426666666666667,0.115822603719599,NA,24.2328482960546,35.17360291185,359.18253403243,521.347869246789,8.98816649535413,13.0052367304106,133.223811690032,192.765366557469
"M.stipoides","62","N","eCO2","Low_watered",0.4716,123.96,0.184,0.28,0.107735671782023,NA,21.839397346,27.75332187953,476.149651438954,605.086959582776,8.201128183,10.3351851168232,178.803666780523,225.33107086097
"M.stipoides","63","O","eCO2","Low_watered",0.387433333333333,97.642,0.547333333333333,0.28,0.19234714813295,NA,0.374157694145416,14.6909693542234,5.98652310632666,235.055509667574,0.169108805936888,5.55132413120416,2.70574089499022,88.8211860992666
"M.stipoides","64","P","eCO2","Low_watered",0.309333333333333,141.876,0.278666666666667,0.4,0.113911895330693,NA,0,0,0,0,0,0,0,0
"E.tereticornis","65","A","aCO2","High_watered",0.8386,58.068,0.835333333333333,0.473333333333333,0.253887559808612,NA,60.887289,45.9931122556586,358.582385159011,270.8663854868,16.244726,12.6726716512776,95.6697644287397,74.6329308084663
"E.tereticornis","66","B","aCO2","High_watered",1.6549,45.43,0.410666666666667,0.373333333333333,0.237308411214953,NA,148.167350882169,225.295779866762,466.815850290386,709.816571728928,45.8912954839622,73.2375737291139,144.585051934348,230.742198264379
"E.tereticornis","67","C","aCO2","High_watered",0.8253,153.174,0.324,0.506666666666667,0.27953488372093,NA,70.92716865,73.0685846028762,393.384185524126,405.26114588395,19.0509826,20.2980253011723,105.662687742651,112.579175269952
"E.tereticornis","68","D","aCO2","High_watered",0.2728,140.763333333333,0.367333333333333,0.366666666666667,0.299666507860886,NA,0.42890151579,0.96183355476,6.81878403481717,15.2914714588235,0.17751726388,0.39809153072,2.82221405214626,6.32895915294118
"E.tereticornis","69","E","aCO2","High_watered",0.0923,186.744666666667,0.390666666666667,0.526666666666667,0.155193992490613,NA,0.274153773406837,0.404154849493772,22.1091752747449,32.5931330236913,0.132346297618793,0.195103635928461,10.6730885176446,15.7341641877791
"E.tereticornis","73","A","aCO2","Low_watered",2.5245,76.8906666666667,0.416666666666667,0.24,0.19735344336938,NA,3.54572396325857,99.8434653532088,8.52132651588217,239.950649731336,1.58887523688584,27.6183751859216,3.8184937199852,66.3743695888527
"E.tereticornis","74","B","aCO2","Low_watered",3.0112,63.354,0.595333333333333,0.206666666666667,0.241271280761779,NA,183.403281964676,101.029456152009,313.349191807067,172.611406376232,59.5532415193167,28.4071163216526,101.748234271855,48.5342838230866
"E.tereticornis","75","C","aCO2","Low_watered",1.2138,117.974666666667,0.425333333333333,0.12,0.19245505452402,NA,0,33.0474804342091,0,168.69566326804,0,9.0725483798827,0,46.3121407855166
"E.tereticornis","76","D","aCO2","Low_watered",0.8008,147.746666666667,0.41,0.146666666666667,0.201500375093773,NA,70.438466637,48.27642152694,524.48597644825,359.467025517051,18.945251364,13.10420429368,141.066652002978,97.5741198338049
"E.tereticornis","77","E","aCO2","Low_watered",0.3594,160.294666666667,0.692,0.353333333333333,0.128414442700157,NA,27.227250726,19.001065578,665.702951735941,464.573730513447,7.264229284,5.069483452,177.60951794621,123.948250660147
"E.tereticornis","81","I","eCO2","High_watered",1.6939,101.293333333333,0.628666666666667,0.393333333333333,0.205794419134396,NA,229.289383201217,192.32763106193,793.11443514776,665.263338159564,75.9856356624089,63.6072097837158,262.835128545171,220.018020697737
"E.tereticornis","82","J","eCO2","High_watered",0.8825,52.3106666666667,0.496,0.286666666666667,0.201824867220482,NA,48.30728937984,85.1634641181413,325.960117272874,574.652254508376,13.05414517248,27.0733173429742,88.0846502866397,182.68095373127
"E.tereticornis","83","K","eCO2","High_watered",0.9096,69.3846666666667,0.633333333333333,0.506666666666667,0.193387562319601,NA,2.64985400844261,52.9635083722644,17.9772999215917,359.318238617804,1.19924133388039,19.180456406151,8.13596563012478,130.12521306751
"E.tereticornis","84","L","eCO2","High_watered",0.2585,112.076,0.326666666666667,0.253333333333333,0.267778322707209,NA,63.4854993548278,57.8695678668042,1162.73808342175,1059.88219536271,20.1526809614128,18.051595643218,369.096720904997,330.615304820842
"E.tereticornis","85","M","eCO2","High_watered",0.4093,135.149333333333,0.634666666666667,0.706666666666667,0.250152718387294,NA,41.6701793377217,2.59111740341714,508.793398506981,31.6375751332984,11.956177091089,1.19034195982913,145.985068267266,14.5340898636036
"E.tereticornis","89","I","eCO2","Low_watered",2.6021,46.6706666666667,1.95333333333333,0.2,0.248009592326139,NA,64.5887617765598,193.504895796689,124.90574700553,374.211749751864,17.7539692758731,61.8125253379823,34.3337251515628,119.536889069778
"E.tereticornis","90","J","eCO2","Low_watered",2.9447,82.9833333333333,1.80533333333333,0.24,0.147762706579358,NA,211.304016116176,446.464160935175,557.383318692102,1177.69496421835,65.5364769808687,149.480273733413,172.873851176124,394.303016970228
"E.tereticornis","91","K","eCO2","Low_watered",1.9535,66.0906666666667,1.712,0.153333333333333,0.228539085592101,NA,47.465400528,40.9819509613808,130.614751040176,112.773668028015,12.663766752,11.0802659935365,34.8480097743533,30.4905503399464
"E.tereticornis","92","L","eCO2","Low_watered",0.3459,210.662,2.15466666666667,0.06,0.189068408387762,NA,0,0,0,0,0,0,0,0
"E.tereticornis","93","M","eCO2","Low_watered",1.9001,178.258,1.298,0.386666666666667,0.158103248613397,NA,0,81.8907308207878,0,315.692871321464,0,25.3942827750301,0,97.8962327487667
